queryid	query	source	rank	top	bottom	score	url	result_height
37	合肥到成都飞机票	baidu	2	314	541	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=6411507342307196877&vipsign=129&order=2&fm=alop&tj=travel_calendar_2_0_10_l1&w_qd=IlPT2AEptyoA_yk5r3gpuOWxJ6NVipIbxUgMdh4S8eEtWAW&sec=15317&di=fe7a81f6aeed3618&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IHg3OMS2K2XShiUyjgf3lHcFpXza6M8SLZpPPsWyHfc1Ywk0xQz66kNZOrxoseihb6SWhuKDhg_4MUMt_tsU04sfSTWVrtL7r8a6etws6GhJsRT-uyQ_-wtdsauiDwBVoy1z-5lXWvP74FCqoC-f2i6iWWmhyHyGrW0uJx2apmXcbGZrlAdqpHYyRqnYHZX1evBrgba	300
16	闵行区农业银行	baidu	2	164	542.5625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9460712846142065727&order=2&fm=almp_470&tj=map_2_0_10_title&w_qd=IlPT2AEptyoA_ykwqxMp7gyxI66SlJ9mzi5MpffQsxK&sec=15309&di=ba073cb0948e0d04&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGxOF_yxZ_zqb95qshbWxBdlpYDbzNTrIBV0wxm3OcQoDljPuPiR-kQV2mu56gidwk7jb9b7wdhLqXg1PeMQ5LgHmDUV6l0WdyRkfg32tM3U51GEM8w36wtEBrvWlf3Ycy1OHdHjEvMaBVT4vV6L6i7rbB6UIH-GrGNf2h4qnuHFMDZbqMM_rKIOEsWNHF8Jvabvq731O_vr2ingSPt7pWBE9GEmCIz9PWP0rSunboRPWFUEP8nNnZDQNiy0-gNWFFnseTR8qi_FhYq4cZc71ZECKLKwUadT0X4gqSOqTfb9e1a	-1
16	闵行区农业银行	baidu	3	552.5625	753.5625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9460712846142065727&order=3&fm=alop&tj=7tX_3_0_10_l1&w_qd=IlPT2AEptyoA_ykwqxMp7gyxI66SlJ9mzi5MpffQsxK&sec=15309&di=30ce2b54cbe333e1&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPKxBsIknyu0WEe8gV2qBdixmcaaUzwdfn6gwCAG_1Mag2lQbSHGnV5t_mg7eprg2UJBwFOMTUInvTLt2FxuMqva1Yf7xbIwyimqse1YIP7Y9eDnFe9_9kDWyKqXebJxBf8qichTZzqNAXdSpC_rjIIWHRvabvm8e2EPdCDp86kKtelFcVOZlqGQicLE3vrSunvwRzJX-2YqCM5Tn-RdHj-ed_ZNnpBY_7NfcolN4_SHhbPGTaKGxxCjQq4JQcyLLfXsudiDmd7-5R9BigYPcC	-1
29	炒饼的做法	baidu	3	296	519	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9799481510029943358&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykyvfIo8fyvFS2Sk-go6S3&sec=15313&di=7529e6678910c9de&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPNxBsIuHKu0WEf7wV2qBdhxmcaanjwdfm_5ACAG_1Kag2lQb3HGnV5pKmg7Rwfg2Z9PNUoB7-ieq37su-srsXZ7tAs8sa1hGS6rMa3VY4yW77ZnFqU_kkJD-KsGOzIaMazr8-NG98uBu_uCYOBsENUEyMLcRrh8tJ1L23Ip56zK2aaFdRNZ-vUQihdHPeFHAGJ9NOvZJ-CmSd_3nNR-8ukw0TDVmpL010Zm397J43HHxfDGY7HLxtWvwKMJL1jGrHHsf6-Oisiu-h9VJs1QPavRzySCZRFF30uw_7nO5hc	-1
17	金贝辛格	baidu	4	555	778	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%402%2Csz%401320_2001%2Cta%40iphone_1_9.1_3_601/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=13347300123201493369&order=4&fm=alop&tj=7tX_4_0_10_l1&w_qd=IlPT2AEptyoA_ykwuv1pzx751T-Vcn7&sec=15309&di=915853dbf601827d&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPLxBsIuXOu0WEe9QV2qBdgxmca95jwdfn5egCAG_UPag2lCQWHGnUBmKmg7Rkeg2Z9P3IoB79OzK37stJvrsXZc3Ys8snCsGS5n08Q46Wb4YbCwVna1Vs3NS_cDeiYtA8vuHhPSpCdAtHaHIHReSEVFXJebw_t9u2H02OImXc-L2f7EMR3Y6bD2nJ2Sa7KSNrdkB0TZpZEmCEn38VA8Hbjh3iZIXcHGQe4e3-FG3_4IQnDIZzqNgspux3TK_tSI_O5nv6uDnoWdFcUVzxzFK	-1
42	韩剧步步惊心丽	baidu	1	415.15625	770.15625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=5881916954209966373&order=1&fm=alop&tj=2cV_1_0_10_title&w_qd=IlPT2AEptyoA_ykwswccweOuAkBVb7UoxT5YegrUueO&sec=15320&di=4186ed1306189d34&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IE2i1KjlPB8SxokDyqRLt0sNiXSSqAp7PJzbF7ZKBa_J0pXTYS65id_FOrhh6sF56kzm9u3nr6NH3TA1OytUDPc0EGnUe5Bf4-RR3-B93EOU-XS1OjQfEpxwDn1uX-w5pmf0W	-1
36	比萨斜塔	baidu	3	400	623	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=8696496074262492171&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykz9vQpquiuCTdSc-W&sec=15317&di=f6bd995dbeddb095&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPMxBsIkU_u0WEf8QV2qBdgxmca9n8wdfm2ewCAG_1Lag2lQgSHGnV6samg7Rwfg2Z9F2UoB7-iza37su-trsXZc31s8sbzeWS6rMaAVY4yWlaZnFqU1UkJD-KrGOzIaPazr8-KII8uBu_5CYOBsERUEyNjaRrh8_QVL20-8S924g4AYwE9Y6SCNCJyXa8rSdea6cCTE9FCrnxwL7F_9H8keeO2JXlVXhq0y4cyIv33JB8BIZyBK2oWdd_4HwwfHbfIreF6PGhncEpjUyADRvS8	-1
9	好看的小说	baidu	3	320	532	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9428740289879853986&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_yk57RsatwevFS2Sgosa7U_&sec=15305&di=e6e9b2976b74ff8b&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPLxBsIkXGu0WFYbQV2qBdjxmca9krwdfn55QCAG_1Kag2lQb3HGnV5pKmg7Rwfg2Z9FtYoB7-jf_37su-7rsXZ73Ms8sbzhWS6rMa3VY4yW77ZnFqU_kkJD-KsGOzIaMazr8-NG98uBu_uCYOBsENUEyMLcRrh8tJ1L23Ip56zK2aaFdRNZ-vUQihdHPeFHAGJ9NOvZJ-CmSd_3nNR-8ukw0TDVmpL010Zm397J43HHxj1GIq0LhpPxgqRJLAiGrf_r46-Oisiu-h9VJs1QfGuRDCTDpt1D3PuwKynQUNm	-1
9	好看的小说	baidu	5	705	907	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9428740289879853986&order=5&fm=alop&tj=we_wise_novel_rank_book_5_0_10_l1&w_qd=IlPT2AEptyoA_yk57RsatwevFS2Sgosa7U_&sec=15305&di=0f1dc481900fff0a&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IIg3CLTkK1De8mVjte4viZQRAUTLuQniOEUDasWqKxBx8hyfdO8EpbQV2qv5-dz9q7Emhury	-1
14	小说排行榜	baidu	3	504	716	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=9536480879563525311&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_yk5z35p-4SuITVPc99o9Ca&sec=15308&di=baaab7cf426dde0a&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPLxBsIknSu0WEebwV2qBdgxmcaakfwdfm_hwCAG_1Lag2lQrOHGnV6oqmg7Rwig2Z9F2UoB7-jeK37su-srsXZ72Ms8sa15mS6rMa3VY4yW77ZnFqU_kkJD-KsGOzIaMazr8-NG98uBu_uCYOBsENUEyMLcRrh8tJ1L23Ip56zK2aaFdRNZ-vUQihdHPeFHAGJ9NOvZJ-CmSd_3nNR-8ukw0TDVmpL010Zm397J43HHxn2Jo7HLhBUxg3QHrspHLHDqv6-Oisiu-h9VJs1QvC5RzyTFJJ1EOL9v_elO5xl	-1
43	我的世界籽岷	baidu	1	10	332.265625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7/t=iphone/l=1/tc?ref=www_iphone&lid=8623669392834139122&order=1&fm=alop&tj=wise_address_video_1_0_10_title&sec=15322&di=72c05a5cabe49f0c&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IJwKF_zhR2ju695u7gfTqXdNpX8KhVm7PJ5D7gTGchtsYw5DgPjp87QV2rfg6dzp7l7jb9biuw18VWg1PyQJpPgCW	-1
43	我的世界籽岷	baidu	2	342.265625	618.265625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7/t=iphone/l=1/tc?ref=www_iphone&lid=8623669392834139122&order=2&fm=alop&tj=3HT_2_0_10_l1&sec=15322&di=425d8bb34aa78ece&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwJhEtRCHqQ8SDEULwy7e_xBx-wXSh07Mz7xQAge95xmhLzkjfgPT5dhy4C_1KagoZLgaWDUVwlAqmyKAgg327M2591GEM8w3zwudvrvWof3Ycy47DdE39vP74IFXiYWfG69u8PX2YZX8tWLCJh17kgjluVkmwKs_rKISRqnYTU8586citzuQ9O1SDmT5sPtzXURgMFJTQ38N1G0fgTgmd6ADT1k5F5n6rLmF_9z7txb8ZFnwgTKe_7PEwF4qGEqnBFYDuOxBTqb3OCQofDLfIvt65KWZmh5QSYpwGMsG8NoLnGSBIIN0-rBejLU6m6zupRr0OnTJfCfW5Yd5O4_M1DngFsGbvnMTZsk0rOrXduBUAJtkh3Gix9-tMzHouK6SbhlbE-INAuGG_K-n0QUCV	-1
43	我的世界籽岷	baidu	4	782.265625	1005.265625	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7/t=iphone/l=1/tc?ref=www_iphone&lid=8623669392834139122&order=4&fm=alop&tj=7tX_4_0_10_title&sec=15322&di=48a8c04df9432c1a&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPMxBsIuHyu0WEf7AV2qBdjxmca9kzwdfn5hwCAG_1Nag2lCQaHGnV6pqmg7Rwhg2Z9P2EoB7-jeK37su-trsXZ7tIs8sbz6WS6rMaAVY4y1F7ZnFqU2UkJD-KqGOzIa47zr8-NII8uBu_xCYOBsHNUEyMMahrh8tJGL23Ip5-zK2bSDdRNZGm2QicMZxbrSdjjlADSYFMUjyFVOSEnkSW4tq4fIXVLWxPjzPglIvHHZ1m2VZyAGcQ3ax3MGLwnI0TEqOx6RWxacERiUygCPv_9QSGVClUEXLTiuh7gPk6jnWDsMLicnTVdC4CvWd9Z	-1
28	光头强动画片全集	baidu	1	10	241	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=14130817203050852751&order=1&fm=alwz&tj=sam_wz_micro_video3_1_0_10_title&w_qd=IlPT2AEptyoA_yk5uOcc8vSx166SiGopsk9WjAbV6v18Nee&sec=15313&di=4b1e9d1fe5c5e7e6&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IEBuZMC1K08SwnESzbbrgHtkfEFXfLHaCIlX5gTCcccpUgiPz3mNUj1w4buN6sF6xlDWGsqWrtbbBWMN0qRZmPMHBXTAb6_mha3pyuhY-M2Q8QjQdna38oc-wvv0Zf21c-MaYg8SrsOa0ZTTyV67Jr6v81Fl-DjKvCNfIh17jn5guGp73Us_qGTCBvXJECZ2vawqO9fJCP3SGindjMte7F1Qd15mDMp9KSazbU2TvlhDMYYFDn-Mk0nRB8Xz-g3T6G7pKXKeJ7Pc6G1WSJBnCJa	-1
28	光头强动画片全集	baidu	3	400.703125	623.703125	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=14130817203050852751&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_yk5uOcc8vSx166SiGopsk9WjAbV6v18Nee&sec=15313&di=64e663a197632080&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPLxBsIuHGu0WEe9AV2qBdlxmcaannwdfm_hwCAG_1Mag2lCLGHGnU_s_mg7Rwfg2Z9POUoB79K5a37su-trsXZc2Us8sbz57S6rMa3VY4yWlKZnFra2UkJD-KsGOzIaMazr8-KII8uBu_6CYOBsUJUEyNibxrh8tJHL23IpkdzK2bVDdRNZGmIQicMZqfrSdiMlwDSYyFHjyIkA5FR-8yVefSCJkpUTRy2615lIv_3Jgn1JkbOOxkjfN4-S3R1TPChq3J9P7YAc569VS6FB_L-2iGUOEcMY4X-v_7oOUdlmGLtMrKcpTVhD43uXd9U3qwOCH6EaD_did_jtZetLLKZuAMAIQ-fPibmj5l_yky	-1
30	腾讯电脑管家	baidu	3	398.375	621.375	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=4969378485115436407&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykxuR9p-OuvC6BPlpEp7FQYave&sec=15313&di=78f11212883d40ed&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPWxBsIuHGu0WFYbAV2qBdgxmcaakjwdfm26QCAG_1Kag2lQgKHGnU_p_mg7Rwig2Z9PNIoB7-iyq37su-trsXZ73Ys8sb5gGS6rMaAVY4y17aZnFqU2EkJD-KqGOzIa47zr8-NII8uBu_xCYOBsHNUEyMMahrh8tJGL23Ip5-zK2bSDdRNZGm2QicMZxbrSdjjlADSYFMUjyFVOSEnkSW4tq4fIXVLWxPjzPglIvHHZ1m2VZyAGcQ3ax3MGLwnH0fIsud5RGlbd5tkUisCQ4O7RCGVClUEXLTiuh7kQUldmGHtNbmfpDNcDPC5XtwU	-1
39	青岛职业技术学院	baidu	5	711	934	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=8312039816066266990&order=5&fm=alop&tj=7tX_5_0_10_l1&w_qd=IlPT2AEptyoA_ykwsPIcyRe5HidTepgovDMXmO0Vrv58NAu&sec=15319&di=9caa2f2731c4bdc2&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPXxBsIuUCu0WEf7wV2qBdlxmcaaXvwdfn65QCAG_1Lag2lCQaHGnU2tqmg7Rwgg2Z9Ft5oB79Nfq37su-7rsXZcNIs8sa25mS6rMaBVY4y1FOZnFrbY5kJD-KrGOzIaPqzr89jGI8uBu_uCYOBsUFUEyML8xrh8tJJL23Irk6zK2bSE2RNZGm1QicMZaPrSdiLlgDSYFMUjyFVOSEnkSW4tq4fIXVLWxPjzO97Jq0CZ1XPIz713h-VagSRH0h7I04Gqul60mw5xEMyVidS2PXoRTLHWIBDEa_7c476O8dcmGPzMb_jnTNbCPW5WNoVBqQ0H8kIhibcn3XCoZKhNw_1wAALNAhqCSjrk8lMekYaM63ufXzXd6UL-Sf0B7b0F8_GOqGTATcuvtHWLaO3VKmT1WV4qUbJope7iZCUWcCZRPS	-1
49	大乐透	baidu	4	716	938	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%405%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=13328023523539103632&order=4&fm=alop&tj=3OK_4_0_10_l1&w_qd=IlPT2AEptyoA_yk57AUd5hC6Hym&sec=15324&di=cd03ddaa507ac3e3&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPLxBsIkXCu0WEebQV2qBdlxmcaaUrwdfn56QCAG_1Lag2lQr3HGnV6p_mg7Rwgg2Z9FtMoB79K5a37sBgfrsSovQ6CnhLWrCDQeqbZFV3-C-f2wZm8Po6cCy_xDeLYcsnzaDdyDZe1AQKrGIW4fnFGFyArbQ0gjbYWOATSmXk532yaYcg1FFqYNStPHfOqXNqOlRLTZJ-FmCEk3XNB-nDlge_GIHtBWhjTjO98NO0yIwmrJJzuKQsiux4cJKseG_O8sv6vPHpb-_	-1
11	美女图片	baidu	1	10	274.5	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%405%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=13335592948362260740&order=1&fm=alop&tj=image_1_0_10_title&w_qd=IlPT2AEptyoA_yky5e9c8f3xFFlUi9K&sec=15306&di=f292d459eaf2331e&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IHxeUMikK1De8mVjte4viZQRAUTLuQniOZpPPs7eRh1-RcWGcWSJszB1vafMnhjpzimjbcaWhdhLqW2B0hxZmPMXBWiZhogir8axPcc2zQ3RI1Gde5g3lt290vt0Sb3Icy17I58_mqfbwZZT-Z6Lyi6nnYGkSCCL1CvfDd1OfuHceIJvdA2HmSVDQaCMHUn59u2O7o0IYL20-n7-oLAPyVQ13I-vO3XpFFeSrH1jdwBXJZJAX7DMmTyUYlDqtwLSZIXcMFt7Nzs5-F4WFZNiOY58TOxkjvR3MGfxnDLG7aK9-1z19	-1
11	美女图片	baidu	3	438.5	669.5	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%405%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=13335592948362260740&order=3&fm=alwz&tj=sam_wz_micro_video3_3_0_10_title&w_qd=IlPT2AEptyoA_yky5e9c8f3xFFlUi9K&sec=15306&di=dc7b1b72db4a7c33&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IEBuZMC1K08SwnESzbbrgHtkfEFXfLHaCIlX5gTCcccpUgiPz3mNUj1w4buN6sF6xlDWGsqWrtbbBWMN0qRZmPMHBXTAb6_mha3pyuhY-M2Q8QjQdna38oc-wvv0Xf21cbvaYg8SrnOa0ZTTyV67Jr6r81Fl-CTKvCNfIh17jtEcuGp73Vs_qGTC4vXJECSdvawrn8K	-1
15	江疏影	baidu	3	425	626	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%406%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=13355388371437694171&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykzzP5arQux1lO&sec=15309&di=240f076ae6c9ed0f&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPMxBsIknWu0WEfbwV2qBdjxmca9nfwdfn56QCAG_1Mag2lCLKHGnU_o_mg7Rwhg2Z9P3QoB79N5a37su-rrsXZcNYs8sbzgmS6rMa4VY4yWmaZnFqT_kkJD-K-GOzIaPezr89iGI8uBBTdCYLwaiMaZXwJv1mE736DOdjennhzK2njVBQMFEmCI8VICrfgTNnalRLTY-FCoigm4HVA-nrmeuWFJH-BWhj3jKJkF4TzJxv2JYyANhBYuAOOHr5lILLDrOi	-1
34	海马s5	baidu	3	898.75	1102.75	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%406%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=8661715381708193602&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykzyRUo9e5baa&sec=15315&di=ed1d7447496f6e70&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPMxBsIknGu0WFY8gV2qBdhxmcaanTwdfm252K0CBYMygR6OQOLKmVqpAqmyKkf922oRtEtAH-dzwS8wtdrjsHJatYpa2aDhECrvP7A2YniYFa1qkrk26UHHyGrTrvYcffoeFRvVDOdQ4iqJIK0sV6IEjNcbsehjqQZL20-5yIyPt7mEc2TZ6aEMCoMX_LfTt8ilRzTYJZDjyIjOTUVkWzj6emGJX-PWRe464ozIPuGHxvAIIe	-1
12	oppor9	baidu	1	446.75	781.453125	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%407%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=8859836501825659880&order=1&fm=alop&tj=wise_digital_1_0_10_title&w_qd=IlPT2AEptyoA_yiqDF3iCXm&sec=15307&di=4ec0e8077d8a87dc&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IEROF_zRL0nSxokDte4qaUbArE7_d2Sm5UpSccTfLsgoDli8-OzFe6so4g4B6sFttmS_9gPuAsMTXSN2qrcEI3N7	-1
25	雪佛兰	baidu	1	10	745	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%408%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=12300402295384695051&order=1&fm=alop&tj=5Yn_1_0_10_title&w_qd=IlPT2AEptyoA_ykwtwod6hexGlK&sec=15312&di=6283618f761b596b&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IJti2Ni6GLDm6oI39hLWxBdRsYz8r2Sm5E5OcciPQpwoDwzr9QTF-lMkMhbdnp7gf7n8ddPa	-1
25	雪佛兰	baidu	3	890.75	1091.75	0	http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%408%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537/baiduid=29DA88E5C8E184805D20DE2E7292896C/w=0_10_/t=iphone/l=1/tc?ref=www_iphone&lid=12300402295384695051&order=3&fm=alop&tj=7tX_3_0_10_title&w_qd=IlPT2AEptyoA_ykwtwod6hexGlK&sec=15312&di=3790c396c13ece04&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IGtiTNCVUB8SxokDyqRLwZQNAVTzhNDrJB9CbcYPXxBsIuUKu0WFXaAV2qBdkxmcaaUnwdfn65QCAG_1Mag2lQwOHGnU_oKmg7Rwhg2Z9P3QoB79N5a37su-rrsXZcNYs8sbzgmS6rMa4VY4yWmaZnFqT_kkJD-K-GOzIaPezr89iGI8uBBTdCYLwaiMaZXwJv1mE736DOdjennhzK2njVBQMFEmCI8VICrfgTNnalRPTZpZJmiInAnF08X8meuSEJn-BWhj3jKJkF4TzJxr2IIm0LhpZxg3NJ0wlILPCrui	-1
